Header	GO
SL1344_RS13095	GO:0006082;GO:0006520;GO:0006575;GO:0006725;GO:0006760;GO:0006807;GO:0008150;GO:0008152;GO:0008652;GO:0009058;GO:0009069;GO:0009070;GO:0009987;GO:0016053;GO:0019752;GO:0032259;GO:0042558;GO:0043436;GO:0044237;GO:0044238;GO:0044249;GO:0044281;GO:0044283;GO:0046394;GO:0046483;GO:0071704;GO:1901360;GO:1901564;GO:1901566;GO:1901576;GO:1901605;GO:1901607
SL1344_RS13100	GO:0006950;GO:0008150;GO:0042221;GO:0050896
SL1344_RS13105	GO:0000160;GO:0006355;GO:0007165;GO:0008150;GO:0009889;GO:0009987;GO:0010468;GO:0010556;GO:0019219;GO:0019222;GO:0031323;GO:0031326;GO:0035556;GO:0050789;GO:0050794;GO:0051171;GO:0051252;GO:0060255;GO:0065007;GO:0080090;GO:2001141
SL1344_RS13110	GO:0006810;GO:0006865;GO:0008150;GO:0015711;GO:0015849;GO:0046942;GO:0051179;GO:0051234;GO:0071702;GO:0071705
SL1344_RS13115	GO:0006082;GO:0006520;GO:0006807;GO:0008150;GO:0008152;GO:0009987;GO:0019752;GO:0043436;GO:0044237;GO:0044238;GO:0044281;GO:0071704;GO:1901564
SL1344_RS13120	GO:0006810;GO:0008150;GO:0015833;GO:0042886;GO:0051179;GO:0051234;GO:0071702;GO:0071705
SL1344_RS13125	GO:0008150;GO:0050789;GO:0065007
SL1344_RS13130	GO:0000160;GO:0006355;GO:0007165;GO:0008150;GO:0009889;GO:0009987;GO:0010468;GO:0010556;GO:0019219;GO:0019222;GO:0031323;GO:0031326;GO:0035556;GO:0050789;GO:0050794;GO:0051171;GO:0051252;GO:0060255;GO:0065007;GO:0080090;GO:2001141
SL1344_RS13155	GO:0000270;GO:0006022;GO:0006807;GO:0008150;GO:0008152;GO:0009056;GO:0009057;GO:0009987;GO:0016043;GO:0030203;GO:0043170;GO:0045229;GO:0071554;GO:0071555;GO:0071704;GO:0071840;GO:1901135;GO:1901564;GO:1901575
SL1344_RS13160	GO:0006139;GO:0006396;GO:0006399;GO:0006400;GO:0006725;GO:0006807;GO:0008033;GO:0008150;GO:0008152;GO:0009451;GO:0009987;GO:0016070;GO:0034470;GO:0034641;GO:0034660;GO:0043170;GO:0043412;GO:0044237;GO:0044238;GO:0046483;GO:0071704;GO:0090304;GO:1901360
SL1344_RS13170	GO:0006793;GO:0006796;GO:0006810;GO:0008150;GO:0008152;GO:0008643;GO:0009401;GO:0009987;GO:0016310;GO:0034219;GO:0044237;GO:0051179;GO:0051234;GO:0055085;GO:0071702;GO:0098657;GO:0098704;GO:0098739
SL1344_RS13175	GO:0000270;GO:0005975;GO:0006022;GO:0006040;GO:0006082;GO:0006807;GO:0008150;GO:0008152;GO:0009056;GO:0009987;GO:0016054;GO:0019752;GO:0030203;GO:0032787;GO:0043170;GO:0043436;GO:0044237;GO:0044238;GO:0044248;GO:0044281;GO:0044282;GO:0046395;GO:0071704;GO:0072329;GO:1901135;GO:1901136;GO:1901564;GO:1901575
SL1344_RS13180	GO:0008150;GO:0008152;GO:0071704;GO:1901135
SL1344_RS13185	GO:0006082;GO:0006575;GO:0006766;GO:0006767;GO:0006807;GO:0008150;GO:0008152;GO:0009058;GO:0009110;GO:0009987;GO:0016053;GO:0019752;GO:0032787;GO:0034641;GO:0042364;GO:0042398;GO:0043436;GO:0043603;GO:0043604;GO:0044237;GO:0044249;GO:0044271;GO:0044281;GO:0044283;GO:0046394;GO:0071704;GO:0072330;GO:1901564;GO:1901566;GO:1901576
SL1344_RS13205	GO:0006082;GO:0006629;GO:0006631;GO:0006633;GO:0008150;GO:0008152;GO:0008610;GO:0009058;GO:0009987;GO:0016053;GO:0019752;GO:0032787;GO:0043436;GO:0044237;GO:0044238;GO:0044249;GO:0044255;GO:0044281;GO:0044283;GO:0046394;GO:0071704;GO:0072330;GO:1901576
SL1344_RS13210	GO:0006725;GO:0006766;GO:0006767;GO:0006807;GO:0008150;GO:0008152;GO:0009058;GO:0009110;GO:0009987;GO:0018130;GO:0019438;GO:0034641;GO:0042364;GO:0044237;GO:0044249;GO:0044271;GO:0044281;GO:0044283;GO:0046483;GO:0071704;GO:0072524;GO:0072525;GO:1901360;GO:1901362;GO:1901564;GO:1901566;GO:1901576;GO:1901615;GO:1901617
SL1344_RS13215	GO:0006139;GO:0006259;GO:0006281;GO:0006310;GO:0006725;GO:0006807;GO:0006950;GO:0006974;GO:0008150;GO:0008152;GO:0009987;GO:0033554;GO:0034641;GO:0043170;GO:0044237;GO:0044238;GO:0046483;GO:0050896;GO:0051716;GO:0071704;GO:0090304;GO:1901360
SL1344_RS13220	GO:0008150;GO:0009987;GO:0071840
SL1344_RS13225	GO:0006139;GO:0006364;GO:0006396;GO:0006399;GO:0006725;GO:0006807;GO:0008033;GO:0008150;GO:0008152;GO:0009987;GO:0016070;GO:0016072;GO:0034470;GO:0034641;GO:0034660;GO:0043170;GO:0044237;GO:0044238;GO:0046483;GO:0071704;GO:0090304;GO:1901360
SL1344_RS13230	GO:0006508;GO:0006518;GO:0006807;GO:0008150;GO:0008152;GO:0019538;GO:0043170;GO:0043603;GO:0044238;GO:0051604;GO:0071704;GO:1901564
SL1344_RS13235	GO:0006417;GO:0008150;GO:0009889;GO:0009891;GO:0009893;GO:0010468;GO:0010556;GO:0010557;GO:0010604;GO:0010608;GO:0019222;GO:0031323;GO:0031325;GO:0031326;GO:0031328;GO:0034248;GO:0048518;GO:0048522;GO:0050789;GO:0050794;GO:0051171;GO:0051173;GO:0051246;GO:0060255;GO:0065007;GO:0080090
SL1344_RS13285	GO:0006508;GO:0006807;GO:0008150;GO:0008152;GO:0019538;GO:0043170;GO:0044238;GO:0071704;GO:1901564
SL1344_RS13290	GO:0008150;GO:0044403;GO:0044419;GO:0051701
SL1344_RS13335	GO:0008150;GO:0016032
SL1344_RS13355	GO:0006508;GO:0006807;GO:0008150;GO:0008152;GO:0019538;GO:0043170;GO:0044238;GO:0071704;GO:1901564
SL1344_RS13360	GO:0008150;GO:0016032
SL1344_RS13365	GO:0008150;GO:0016032
SL1344_RS13385	GO:0008150;GO:0009987;GO:0016032;GO:0044403;GO:0044419;GO:0051701
SL1344_RS13400	GO:0006508;GO:0006807;GO:0008150;GO:0008152;GO:0019538;GO:0043170;GO:0044238;GO:0071704;GO:1901564
SL1344_RS13470	GO:0008150;GO:0008152;GO:0032259
SL1344_RS13480	GO:0006139;GO:0006259;GO:0006725;GO:0006807;GO:0008150;GO:0008152;GO:0009987;GO:0034641;GO:0043170;GO:0044237;GO:0044238;GO:0046483;GO:0071704;GO:0090304;GO:1901360
SL1344_RS13485	GO:0006139;GO:0006259;GO:0006260;GO:0006725;GO:0006807;GO:0008150;GO:0008152;GO:0009987;GO:0034641;GO:0043170;GO:0044237;GO:0044238;GO:0046483;GO:0071704;GO:0090304;GO:1901360
SL1344_RS13490	GO:0006355;GO:0008150;GO:0009889;GO:0010468;GO:0010556;GO:0019219;GO:0019222;GO:0031323;GO:0031326;GO:0050789;GO:0050794;GO:0051171;GO:0051252;GO:0060255;GO:0065007;GO:0080090;GO:2001141
SL1344_RS13520	GO:0006139;GO:0006725;GO:0006807;GO:0008150;GO:0008152;GO:0009987;GO:0034641;GO:0043170;GO:0044237;GO:0044238;GO:0046483;GO:0071704;GO:0090304;GO:1901360
SL1344_RS13540	GO:0006139;GO:0006259;GO:0006310;GO:0006725;GO:0006807;GO:0008150;GO:0008152;GO:0009987;GO:0015074;GO:0016032;GO:0034641;GO:0043170;GO:0044237;GO:0044238;GO:0044403;GO:0044419;GO:0046483;GO:0051701;GO:0071704;GO:0090304;GO:1901360
SL1344_RS13560	GO:0006139;GO:0006725;GO:0006807;GO:0008150;GO:0008152;GO:0009058;GO:0009059;GO:0009987;GO:0016070;GO:0018130;GO:0019438;GO:0032774;GO:0034641;GO:0034654;GO:0043170;GO:0044237;GO:0044238;GO:0044249;GO:0044271;GO:0046483;GO:0071704;GO:0090304;GO:1901360;GO:1901362;GO:1901576
SL1344_RS13565	GO:0006139;GO:0006163;GO:0006164;GO:0006725;GO:0006753;GO:0006793;GO:0006796;GO:0006807;GO:0008150;GO:0008152;GO:0009058;GO:0009117;GO:0009165;GO:0009987;GO:0018130;GO:0019362;GO:0019438;GO:0019637;GO:0034641;GO:0034654;GO:0044237;GO:0044238;GO:0044249;GO:0044271;GO:0044281;GO:0046483;GO:0046496;GO:0055086;GO:0071704;GO:0072521;GO:0072522;GO:0072524;GO:0072525;GO:0090407;GO:1901293;GO:1901360;GO:1901362;GO:1901564;GO:1901566;GO:1901576
SL1344_RS13575	GO:0008150;GO:0009987;GO:0016043;GO:0022607;GO:0043933;GO:0065003;GO:0071840
SL1344_RS13585	GO:0006810;GO:0006865;GO:0008150;GO:0015711;GO:0015849;GO:0046942;GO:0051179;GO:0051234;GO:0071702;GO:0071705
SL1344_RS13595	GO:0006139;GO:0006259;GO:0006281;GO:0006725;GO:0006807;GO:0006950;GO:0006974;GO:0008150;GO:0008152;GO:0009987;GO:0033554;GO:0034641;GO:0043170;GO:0044237;GO:0044238;GO:0046483;GO:0050896;GO:0051716;GO:0071704;GO:0090304;GO:1901360
SL1344_RS13600	GO:0006139;GO:0006396;GO:0006725;GO:0006807;GO:0008150;GO:0008152;GO:0009987;GO:0016070;GO:0034641;GO:0043170;GO:0044237;GO:0044238;GO:0046483;GO:0071704;GO:0090304;GO:1901360
SL1344_RS13610	GO:0006139;GO:0006396;GO:0006399;GO:0006725;GO:0006807;GO:0008033;GO:0008150;GO:0008152;GO:0009987;GO:0016070;GO:0034470;GO:0034641;GO:0034660;GO:0043170;GO:0044237;GO:0044238;GO:0046483;GO:0071704;GO:0090304;GO:1901360
SL1344_RS13620	GO:0006629;GO:0006644;GO:0006650;GO:0006793;GO:0006796;GO:0008150;GO:0008152;GO:0008610;GO:0008654;GO:0009058;GO:0009987;GO:0019637;GO:0044237;GO:0044238;GO:0044249;GO:0044255;GO:0045017;GO:0046474;GO:0046486;GO:0071704;GO:0090407;GO:1901576
SL1344_RS13660	GO:0006457;GO:0006950;GO:0008150;GO:0009628;GO:0009987;GO:0050896
SL1344_RS13670	GO:0001522;GO:0006139;GO:0006364;GO:0006396;GO:0006725;GO:0006807;GO:0008150;GO:0008152;GO:0009451;GO:0009987;GO:0016070;GO:0016072;GO:0034470;GO:0034641;GO:0034660;GO:0043170;GO:0043412;GO:0044237;GO:0044238;GO:0046483;GO:0071704;GO:0090304;GO:1901360
SL1344_RS13675	GO:0008104;GO:0008150;GO:0009987;GO:0016043;GO:0022607;GO:0033036;GO:0043165;GO:0045184;GO:0051179;GO:0051234;GO:0051641;GO:0051668;GO:0061024;GO:0070727;GO:0071709;GO:0071840;GO:0072657
SL1344_RS13680	GO:0006417;GO:0008150;GO:0008152;GO:0009889;GO:0010468;GO:0010556;GO:0010608;GO:0019222;GO:0031323;GO:0031326;GO:0034248;GO:0044238;GO:0050789;GO:0050794;GO:0051171;GO:0051246;GO:0060255;GO:0065007;GO:0080090
SL1344_RS13685	GO:0006082;GO:0006520;GO:0006725;GO:0006807;GO:0008150;GO:0008152;GO:0008652;GO:0009058;GO:0009072;GO:0009073;GO:0009987;GO:0016053;GO:0019438;GO:0019752;GO:0043436;GO:0043648;GO:0044237;GO:0044238;GO:0044249;GO:0044281;GO:0044283;GO:0046394;GO:0046417;GO:0071704;GO:1901360;GO:1901362;GO:1901564;GO:1901566;GO:1901576;GO:1901605;GO:1901607
SL1344_RS13695	GO:0006082;GO:0006520;GO:0006725;GO:0006807;GO:0008150;GO:0008152;GO:0008652;GO:0009058;GO:0009072;GO:0009073;GO:0009987;GO:0016053;GO:0019438;GO:0019752;GO:0043436;GO:0043648;GO:0044237;GO:0044238;GO:0044249;GO:0044281;GO:0044283;GO:0046394;GO:0046417;GO:0071704;GO:1901360;GO:1901362;GO:1901564;GO:1901566;GO:1901576;GO:1901605;GO:1901607
SL1344_RS13700	GO:0006082;GO:0006520;GO:0006725;GO:0006807;GO:0008150;GO:0008152;GO:0008652;GO:0009058;GO:0009072;GO:0009073;GO:0009423;GO:0009987;GO:0016053;GO:0019438;GO:0019752;GO:0043436;GO:0043648;GO:0043650;GO:0044237;GO:0044238;GO:0044249;GO:0044281;GO:0044283;GO:0046394;GO:0046417;GO:0071704;GO:1901360;GO:1901362;GO:1901564;GO:1901566;GO:1901576
SL1344_RS13710	GO:0007165;GO:0008150;GO:0009987;GO:0050789;GO:0050794;GO:0065007
SL1344_RS13715	GO:0006139;GO:0006259;GO:0006310;GO:0006725;GO:0006807;GO:0008150;GO:0008152;GO:0009987;GO:0015074;GO:0034641;GO:0043170;GO:0044237;GO:0044238;GO:0046483;GO:0071704;GO:0090304;GO:1901360
SL1344_RS13725	GO:0006355;GO:0008150;GO:0009889;GO:0009890;GO:0009892;GO:0009987;GO:0010468;GO:0010556;GO:0010558;GO:0010605;GO:0016043;GO:0019219;GO:0019222;GO:0022607;GO:0031323;GO:0031324;GO:0031326;GO:0031327;GO:0043933;GO:0045892;GO:0045934;GO:0048519;GO:0048523;GO:0050789;GO:0050794;GO:0051171;GO:0051172;GO:0051252;GO:0051253;GO:0060255;GO:0065003;GO:0065007;GO:0071840;GO:0080090;GO:1902679;GO:2001141
SL1344_RS13785	GO:0006412;GO:0006518;GO:0006807;GO:0008150;GO:0008152;GO:0009058;GO:0009059;GO:0009987;GO:0019538;GO:0034641;GO:0043043;GO:0043170;GO:0043603;GO:0043604;GO:0044237;GO:0044238;GO:0044249;GO:0044271;GO:0071704;GO:1901564;GO:1901566;GO:1901576
SL1344_RS13795	GO:0006139;GO:0006364;GO:0006396;GO:0006725;GO:0006807;GO:0008150;GO:0008152;GO:0009987;GO:0016070;GO:0016072;GO:0034470;GO:0034641;GO:0034660;GO:0043170;GO:0044237;GO:0044238;GO:0046483;GO:0071704;GO:0071840;GO:0090304;GO:1901360
SL1344_RS13800	GO:0006412;GO:0006518;GO:0006807;GO:0008150;GO:0008152;GO:0009058;GO:0009059;GO:0009987;GO:0019538;GO:0034641;GO:0043043;GO:0043170;GO:0043603;GO:0043604;GO:0044237;GO:0044238;GO:0044249;GO:0044271;GO:0071704;GO:1901564;GO:1901566;GO:1901576
SL1344_RS13805	GO:0006810;GO:0008104;GO:0008150;GO:0009987;GO:0015031;GO:0033036;GO:0045184;GO:0051179;GO:0051234;GO:0051641;GO:0051668;GO:0070727;GO:0071702;GO:0071705;GO:0072657
SL1344_RS13810	GO:0008150;GO:0009987;GO:0016043;GO:0017004;GO:0022607;GO:0043933;GO:0065003;GO:0071840
SL1344_RS13825	GO:0006457;GO:0008150;GO:0009987
SL1344_RS13830	GO:0006139;GO:0006163;GO:0006164;GO:0006725;GO:0006753;GO:0006793;GO:0006796;GO:0006807;GO:0008150;GO:0008152;GO:0009058;GO:0009117;GO:0009165;GO:0009987;GO:0016310;GO:0018130;GO:0019362;GO:0019438;GO:0019637;GO:0034641;GO:0034654;GO:0044237;GO:0044238;GO:0044249;GO:0044271;GO:0044281;GO:0046483;GO:0046496;GO:0055086;GO:0071704;GO:0072521;GO:0072522;GO:0072524;GO:0072525;GO:0090407;GO:1901293;GO:1901360;GO:1901362;GO:1901564;GO:1901566;GO:1901576
SL1344_RS13835	GO:0006139;GO:0006259;GO:0006281;GO:0006310;GO:0006725;GO:0006807;GO:0006950;GO:0006974;GO:0008150;GO:0008152;GO:0009987;GO:0033554;GO:0034641;GO:0043170;GO:0044237;GO:0044238;GO:0046483;GO:0050896;GO:0051716;GO:0071704;GO:0090304;GO:1901360
SL1344_RS13840	GO:0008104;GO:0008150;GO:0009987;GO:0016043;GO:0022607;GO:0033036;GO:0043165;GO:0045184;GO:0051179;GO:0051234;GO:0051641;GO:0051668;GO:0061024;GO:0070727;GO:0071709;GO:0071840;GO:0072657
SL1344_RS13850	GO:0006091;GO:0006743;GO:0006744;GO:0008150;GO:0008152;GO:0009058;GO:0009987;GO:0015980;GO:0042180;GO:0042181;GO:0044237;GO:0044249;GO:0044281;GO:0044283;GO:0045333;GO:0071704;GO:1901576;GO:1901661;GO:1901663
SL1344_RS13855	GO:0008150;GO:0008152;GO:0009058;GO:0009059;GO:0043170;GO:0071704;GO:1901576
SL1344_RS13870	GO:0006508;GO:0006807;GO:0008150;GO:0008152;GO:0019538;GO:0043170;GO:0044238;GO:0071704;GO:1901564
SL1344_RS13875	GO:0006810;GO:0008104;GO:0008150;GO:0009987;GO:0015031;GO:0033036;GO:0045184;GO:0051179;GO:0051234;GO:0051641;GO:0070727;GO:0071702;GO:0071705
SL1344_RS13925	GO:0008150;GO:0065007;GO:0065009
SL1344_RS13995	GO:0008150;GO:0016032
SL1344_RS14000	GO:0008150;GO:0016032
SL1344_RS14010	GO:0008150;GO:0016032
SL1344_RS14015	GO:0008150;GO:0016032
SL1344_RS14025	GO:0008150;GO:0009987
SL1344_RS14060	GO:0006139;GO:0006259;GO:0006260;GO:0006725;GO:0006807;GO:0008150;GO:0008152;GO:0009987;GO:0034641;GO:0043170;GO:0044237;GO:0044238;GO:0046483;GO:0071704;GO:0090304;GO:1901360
SL1344_RS14105	GO:0006139;GO:0006259;GO:0006310;GO:0006725;GO:0006807;GO:0008150;GO:0008152;GO:0009987;GO:0015074;GO:0034641;GO:0043170;GO:0044237;GO:0044238;GO:0046483;GO:0071704;GO:0090304;GO:1901360
SL1344_RS14115	GO:0006139;GO:0006259;GO:0006310;GO:0006725;GO:0006807;GO:0008150;GO:0008152;GO:0009987;GO:0015074;GO:0016032;GO:0034641;GO:0043170;GO:0044237;GO:0044238;GO:0044403;GO:0044419;GO:0046483;GO:0051701;GO:0071704;GO:0090304;GO:1901360
SL1344_RS14235	GO:0006810;GO:0008150;GO:0008643;GO:0009401;GO:0009987;GO:0034219;GO:0051179;GO:0051234;GO:0055085;GO:0071702;GO:0098657;GO:0098704;GO:0098739
SL1344_RS14240	GO:0006810;GO:0008150;GO:0008643;GO:0009401;GO:0009987;GO:0034219;GO:0051179;GO:0051234;GO:0055085;GO:0071702;GO:0098657;GO:0098704;GO:0098739
SL1344_RS14245	GO:0006810;GO:0008150;GO:0008643;GO:0009401;GO:0009987;GO:0034219;GO:0051179;GO:0051234;GO:0055085;GO:0071702;GO:0098657;GO:0098704;GO:0098739
SL1344_RS14260	GO:0005975;GO:0006081;GO:0006139;GO:0006206;GO:0006725;GO:0006807;GO:0008150;GO:0008152;GO:0009058;GO:0009112;GO:0009987;GO:0018130;GO:0034641;GO:0044237;GO:0044238;GO:0044249;GO:0044271;GO:0044281;GO:0046112;GO:0046483;GO:0055086;GO:0071704;GO:0072527;GO:0072528;GO:1901360;GO:1901362;GO:1901564;GO:1901566;GO:1901576
SL1344_RS14270	GO:0005975;GO:0005996;GO:0006006;GO:0006082;GO:0006090;GO:0006091;GO:0006094;GO:0006096;GO:0008150;GO:0008152;GO:0009056;GO:0009058;GO:0009987;GO:0016051;GO:0016052;GO:0019318;GO:0019319;GO:0019752;GO:0032787;GO:0043436;GO:0044237;GO:0044238;GO:0044281;GO:0044283;GO:0046364;GO:0071704;GO:1901575;GO:1901576
SL1344_RS14275	GO:0006793;GO:0006796;GO:0006810;GO:0008150;GO:0008152;GO:0008643;GO:0009401;GO:0009987;GO:0016310;GO:0034219;GO:0044237;GO:0051179;GO:0051234;GO:0055085;GO:0071702;GO:0098657;GO:0098704;GO:0098739
SL1344_RS14290	GO:0006139;GO:0006259;GO:0006310;GO:0006725;GO:0006807;GO:0008150;GO:0008152;GO:0009987;GO:0015074;GO:0034641;GO:0043170;GO:0044237;GO:0044238;GO:0046483;GO:0071704;GO:0090304;GO:1901360
SL1344_RS14350	GO:0006139;GO:0006259;GO:0006725;GO:0006807;GO:0008150;GO:0008152;GO:0009987;GO:0015074;GO:0034641;GO:0043170;GO:0044237;GO:0044238;GO:0046483;GO:0071704;GO:0090304;GO:1901360
SL1344_RS14355	GO:0008150;GO:0008152;GO:0009058
SL1344_RS14365	GO:0000041;GO:0006810;GO:0006811;GO:0006812;GO:0008150;GO:0030001;GO:0051179;GO:0051234
SL1344_RS14405	GO:0000041;GO:0006810;GO:0006811;GO:0006812;GO:0008150;GO:0009987;GO:0030001;GO:0034220;GO:0051179;GO:0051234;GO:0055085;GO:0098655;GO:0098660;GO:0098662
SL1344_RS14415	GO:0000160;GO:0006355;GO:0007165;GO:0008150;GO:0009889;GO:0009987;GO:0010468;GO:0010556;GO:0019219;GO:0019222;GO:0031323;GO:0031326;GO:0035556;GO:0050789;GO:0050794;GO:0051171;GO:0051252;GO:0060255;GO:0065007;GO:0080090;GO:2001141
SL1344_RS14440	GO:0006082;GO:0006520;GO:0006553;GO:0006807;GO:0008150;GO:0008152;GO:0009056;GO:0009063;GO:0009066;GO:0009987;GO:0016054;GO:0019752;GO:0043436;GO:0044237;GO:0044238;GO:0044248;GO:0044281;GO:0044282;GO:0046395;GO:0071704;GO:1901564;GO:1901565;GO:1901575;GO:1901605;GO:1901606
SL1344_RS14445	GO:0006082;GO:0006520;GO:0006553;GO:0006807;GO:0008150;GO:0008152;GO:0009056;GO:0009063;GO:0009066;GO:0009987;GO:0016054;GO:0019752;GO:0043436;GO:0044237;GO:0044238;GO:0044248;GO:0044281;GO:0044282;GO:0046395;GO:0071704;GO:1901564;GO:1901565;GO:1901575;GO:1901605;GO:1901606
SL1344_RS14450	GO:0006082;GO:0006520;GO:0006807;GO:0008150;GO:0008152;GO:0009056;GO:0009063;GO:0009987;GO:0016054;GO:0019752;GO:0032787;GO:0043436;GO:0044237;GO:0044238;GO:0044248;GO:0044281;GO:0044282;GO:0046395;GO:0071704;GO:1901564;GO:1901565;GO:1901575
SL1344_RS14455	GO:0006082;GO:0006520;GO:0006807;GO:0008150;GO:0008152;GO:0009987;GO:0019752;GO:0032787;GO:0043436;GO:0044237;GO:0044238;GO:0044281;GO:0071704;GO:1901564
SL1344_RS14495	GO:0006355;GO:0008150;GO:0009889;GO:0010468;GO:0010556;GO:0019219;GO:0019222;GO:0031323;GO:0031326;GO:0050789;GO:0050794;GO:0051171;GO:0051252;GO:0060255;GO:0065007;GO:0080090;GO:2001141
SL1344_RS14500	GO:0006810;GO:0006865;GO:0008150;GO:0009987;GO:0015711;GO:0015849;GO:0046942;GO:0051179;GO:0051234;GO:0055085;GO:0071702;GO:0071705;GO:0140352
SL1344_RS14530	GO:0008150;GO:0019725;GO:0042592
SL1344_RS14535	GO:0006807;GO:0008150;GO:0008152;GO:0019538;GO:0036211;GO:0043170;GO:0043412;GO:0044238;GO:0071704;GO:1901564
SL1344_RS14540	GO:0006139;GO:0006259;GO:0006260;GO:0006725;GO:0006753;GO:0006793;GO:0006796;GO:0006807;GO:0008150;GO:0008152;GO:0009058;GO:0009117;GO:0009165;GO:0009262;GO:0009987;GO:0018130;GO:0019438;GO:0019637;GO:0034641;GO:0034654;GO:0043170;GO:0044237;GO:0044238;GO:0044249;GO:0044271;GO:0044281;GO:0046483;GO:0055086;GO:0071704;GO:0090304;GO:0090407;GO:1901135;GO:1901137;GO:1901293;GO:1901360;GO:1901362;GO:1901576
SL1344_RS14545	GO:0006139;GO:0006259;GO:0006260;GO:0006725;GO:0006753;GO:0006793;GO:0006796;GO:0006807;GO:0008150;GO:0008152;GO:0009058;GO:0009117;GO:0009165;GO:0009262;GO:0009987;GO:0018130;GO:0019438;GO:0019637;GO:0034641;GO:0034654;GO:0043170;GO:0044237;GO:0044238;GO:0044249;GO:0044271;GO:0044281;GO:0046483;GO:0055086;GO:0071704;GO:0090304;GO:0090407;GO:1901135;GO:1901137;GO:1901293;GO:1901360;GO:1901362;GO:1901576
SL1344_RS14550	GO:0006810;GO:0008150;GO:0051179;GO:0051234;GO:0071702;GO:0071705
SL1344_RS14555	GO:0006810;GO:0008150;GO:0009987;GO:0051179;GO:0051234;GO:0055085
SL1344_RS14575	GO:0006810;GO:0008150;GO:0009987;GO:0051179;GO:0051234;GO:0055085;GO:0140352
SL1344_RS14590	GO:0007154;GO:0008150;GO:0009607;GO:0009987;GO:0050789;GO:0050896;GO:0065007
SL1344_RS14595	GO:0006518;GO:0006807;GO:0008150;GO:0008152;GO:0009058;GO:0009987;GO:0034641;GO:0043043;GO:0043603;GO:0043604;GO:0044237;GO:0044249;GO:0044271;GO:0071704;GO:1901564;GO:1901566;GO:1901576
SL1344_RS14635	GO:0006139;GO:0006417;GO:0006725;GO:0006807;GO:0008150;GO:0008152;GO:0009056;GO:0009057;GO:0009889;GO:0009890;GO:0009891;GO:0009892;GO:0009893;GO:0009987;GO:0010468;GO:0010556;GO:0010557;GO:0010558;GO:0010604;GO:0010605;GO:0010608;GO:0016070;GO:0019222;GO:0019439;GO:0031323;GO:0031324;GO:0031325;GO:0031326;GO:0031327;GO:0031328;GO:0034248;GO:0034641;GO:0034655;GO:0043170;GO:0044237;GO:0044238;GO:0044248;GO:0044270;GO:0046483;GO:0046700;GO:0048518;GO:0048519;GO:0048522;GO:0048523;GO:0050789;GO:0050794;GO:0051171;GO:0051172;GO:0051173;GO:0051246;GO:0060255;GO:0065007;GO:0071704;GO:0080090;GO:0090304;GO:1901360;GO:1901361;GO:1901575
SL1344_RS14640	GO:0006082;GO:0006139;GO:0006399;GO:0006418;GO:0006520;GO:0006725;GO:0006807;GO:0008150;GO:0008152;GO:0009987;GO:0016070;GO:0019752;GO:0034641;GO:0034660;GO:0043038;GO:0043039;GO:0043170;GO:0043436;GO:0044237;GO:0044238;GO:0044281;GO:0046483;GO:0071704;GO:0090304;GO:1901360;GO:1901564
SL1344_RS14645	GO:0008150;GO:0019219;GO:0019222;GO:0031323;GO:0050789;GO:0050794;GO:0051171;GO:0060255;GO:0065007;GO:0080090
SL1344_RS14650	GO:0006139;GO:0006259;GO:0006281;GO:0006310;GO:0006725;GO:0006807;GO:0006950;GO:0006974;GO:0007154;GO:0008150;GO:0008152;GO:0009432;GO:0009605;GO:0009987;GO:0009991;GO:0031668;GO:0033554;GO:0034641;GO:0043170;GO:0044237;GO:0044238;GO:0046483;GO:0050896;GO:0051716;GO:0071496;GO:0071704;GO:0090304;GO:1901360
SL1344_RS14665	GO:0006810;GO:0008150;GO:0008643;GO:0009401;GO:0009987;GO:0034219;GO:0051179;GO:0051234;GO:0055085;GO:0071702;GO:0098657;GO:0098704;GO:0098739
SL1344_RS14670	GO:0006810;GO:0008150;GO:0008643;GO:0009401;GO:0009987;GO:0034219;GO:0051179;GO:0051234;GO:0055085;GO:0071702;GO:0098657;GO:0098704;GO:0098739
SL1344_RS14675	GO:0006810;GO:0008150;GO:0008643;GO:0009401;GO:0009987;GO:0034219;GO:0051179;GO:0051234;GO:0055085;GO:0071702;GO:0098657;GO:0098704;GO:0098739
SL1344_RS14700	GO:0000271;GO:0005975;GO:0005976;GO:0006629;GO:0008150;GO:0008152;GO:0008610;GO:0008653;GO:0009058;GO:0009059;GO:0009103;GO:0016051;GO:0043170;GO:0044238;GO:0071704;GO:1901135;GO:1901137;GO:1901576;GO:1903509
SL1344_RS14705	GO:0000160;GO:0007165;GO:0008150;GO:0009987;GO:0035556;GO:0050789;GO:0050794;GO:0065007
SL1344_RS14720	GO:0006807;GO:0008150;GO:0008152;GO:0019538;GO:0036211;GO:0043170;GO:0043412;GO:0044238;GO:0071704;GO:1901564
SL1344_RS14735	GO:0006508;GO:0006807;GO:0008150;GO:0008152;GO:0019538;GO:0043170;GO:0044238;GO:0071704;GO:1901564
SL1344_RS14755	GO:0006091;GO:0008150;GO:0008152;GO:0009987;GO:0022900;GO:0022904;GO:0044237
SL1344_RS14780	GO:0006807;GO:0008150;GO:0008152;GO:0019538;GO:0036211;GO:0043170;GO:0043412;GO:0044238;GO:0051604;GO:0071704;GO:1901564
